,open_x,high_x,low_x,close_x,volume,date_x,ts,date_y,open_y,close_y,high_y,low_y,vol
48,16571.0,16597.0,16044.0,16154.0,14.994484,2017-12-20 21:00:00,1513783800,2017-12-20 21:00:00,938.44,940.05,938.26,939.47,0
49,15857.0,15954.0,15010.0,15350.0,32.42928799999999,2017-12-21 15:00:00,1513848600,2017-12-21 15:00:00,939.93,941.53,939.71,939.99,0
50,15366.0,15799.0,15151.0,15575.0,24.43477199999999,2017-12-21 16:00:00,1513852200,2017-12-21 16:00:00,942.3,942.34,939.79,939.84,0
51,15560.0,15665.0,14827.153,15305.0,24.296302999999988,2017-12-21 17:00:00,1513855800,2017-12-21 17:00:00,943.73,944.01,942.27,942.29,0
52,15335.0,15460.0,14723.997,15254.0,14.83892799999999,2017-12-21 18:00:00,1513859400,2017-12-21 18:00:00,943.71,943.75,942.83,943.72,0
53,15260.0,15437.0,14935.0,15391.0,16.677518999999997,2017-12-21 19:00:00,1513863000,2017-12-21 19:00:00,944.08,944.52,943.71,943.71,0
54,15397.0,15426.0,14980.0,15150.0,10.781840999999996,2017-12-21 20:00:00,1513866600,2017-12-21 20:00:00,944.5,944.54,943.62,944.09,0
55,15144.0,15666.0,15086.0,15534.0,15.000953000000003,2017-12-21 21:00:00,1513870200,2017-12-21 21:00:00,942.22,945.14,942.04,944.5,0
56,12035.0,12849.0,11608.0,12612.0,36.661770999999995,2017-12-22 15:00:00,1513935000,2017-12-22 15:00:00,939.95,942.71,939.09,942.71,0
57,12618.0,12668.0,11748.0,12490.0,33.467268,2017-12-22 16:00:00,1513938600,2017-12-22 16:00:00,939.45,940.16,938.38,939.98,0
58,12449.71,12876.0,12219.0,12626.0,24.526536999999994,2017-12-22 17:00:00,1513942200,2017-12-22 17:00:00,939.63,939.78,938.79,939.45,0
59,12630.0,13207.0,12258.0,13171.0,19.340677,2017-12-22 18:00:00,1513945800,2017-12-22 18:00:00,940.38,940.56,939.64,939.64,0
60,13158.0,13340.0,12506.0,12960.0,23.076455999999997,2017-12-22 19:00:00,1513949400,2017-12-22 19:00:00,940.86,940.94,940.2,940.37,0
61,12987.0,13739.0,12839.0,13739.0,23.44833100000001,2017-12-22 20:00:00,1513953000,2017-12-22 20:00:00,940.21,941.17,940.21,940.86,0
62,13746.0,13880.0,13331.0,13471.0,23.420001999999997,2017-12-22 21:00:00,1513956600,2017-12-22 21:00:00,939.75,940.33,938.89,940.2,0
63,15686.0,15748.0,15432.0,15645.0,16.514022000000004,2017-12-26 15:00:00,1514280600,2017-12-26 15:00:00,941.43,941.49,938.37,938.56,0
64,15648.0,15950.0,15397.666,15910.0,15.594785999999996,2017-12-26 16:00:00,1514284200,2017-12-26 16:00:00,939.66,942.18,939.41,941.48,0
65,15882.0,15904.0,15301.0,15649.0,14.142230000000003,2017-12-26 17:00:00,1514287800,2017-12-26 17:00:00,940.99,941.18,939.66,939.8,0
66,15660.0,15841.009,15499.0,15589.0,9.564450999999998,2017-12-26 18:00:00,1514291400,2017-12-26 18:00:00,941.11,941.81,940.96,941.0,0
67,15594.0,15840.0,15526.726,15783.0,2.780541000000001,2017-12-26 19:00:00,1514295000,2017-12-26 19:00:00,940.63,941.65,940.63,941.09,0
68,15792.0,16047.0,15625.0,15717.0,13.493715999999997,2017-12-26 20:00:00,1514298600,2017-12-26 20:00:00,940.92,941.26,940.51,940.63,0
69,15735.0,15896.0,15644.0,15849.0,10.097977000000006,2017-12-26 21:00:00,1514302200,2017-12-26 21:00:00,940.56,941.23,939.84,940.91,0
70,15247.0,15350.0,15015.0,15270.0,17.258354000000008,2017-12-27 15:00:00,1514367000,2017-12-27 15:00:00,942.34,942.37,939.73,940.69,0
71,15245.0,15341.0,14634.0,14745.0,17.929388000000014,2017-12-27 16:00:00,1514370600,2017-12-27 16:00:00,943.05,943.63,942.32,942.32,0
72,14707.0,14952.0,14460.0,14861.0,22.017313000000016,2017-12-27 17:00:00,1514374200,2017-12-27 17:00:00,944.05,944.2,943.04,943.04,0
73,14858.0,15145.0,14735.0,14998.0,15.820025999999997,2017-12-27 18:00:00,1514377800,2017-12-27 18:00:00,941.27,944.15,941.27,944.03,0
74,14990.0,15248.0,14740.0,14817.0,13.538241000000005,2017-12-27 19:00:00,1514381400,2017-12-27 19:00:00,940.15,941.26,938.45,941.26,0
75,14821.0,14955.0,14542.0,14721.0,14.338931,2017-12-27 20:00:00,1514385000,2017-12-27 20:00:00,940.34,941.13,939.83,940.16,0
76,14718.0,15265.0,14659.0,15210.0,14.22231099999999,2017-12-27 21:00:00,1514388600,2017-12-27 21:00:00,939.74,940.71,939.08,940.36,0
77,14165.0,14409.0,14064.0,14094.0,14.927387999999993,2017-12-28 15:00:00,1514453400,2017-12-28 15:00:00,939.19,941.02,938.89,940.68,0
78,14075.0,14242.0,13752.0,13831.0,15.207197999999995,2017-12-28 16:00:00,1514457000,2017-12-28 16:00:00,940.3,940.42,939.22,939.22,0
79,13835.0,14063.0,13670.0,14044.0,13.850034999999991,2017-12-28 17:00:00,1514460600,2017-12-28 17:00:00,941.82,941.88,939.86,940.33,0
80,14044.0,14110.802,13333.0,13414.0,17.424957999999997,2017-12-28 18:00:00,1514464200,2017-12-28 18:00:00,941.12,942.46,941.07,941.82,0
81,13440.0,13812.0,13418.0,13811.0,10.113562000000007,2017-12-28 19:00:00,1514467800,2017-12-28 19:00:00,941.65,941.74,940.64,941.13,0
82,13824.0,14036.0,13751.0,13779.0,9.745079000000002,2017-12-28 20:00:00,1514471400,2017-12-28 20:00:00,942.14,942.33,941.54,941.66,0
83,13782.0,13944.0,13621.0,13831.0,10.963980000000006,2017-12-28 21:00:00,1514475000,2017-12-28 21:00:00,943.21,943.37,941.14,942.11,0
84,14408.0,14546.0,14189.0,14468.0,15.942005000000016,2017-12-29 15:00:00,1514539800,2017-12-29 15:00:00,942.72,945.69,942.4,944.74,0
85,14475.0,14808.0,14439.0,14631.0,13.219471000000008,2017-12-29 16:00:00,1514543400,2017-12-29 16:00:00,943.77,943.85,941.94,942.71,0
86,14622.0,14788.0,14499.0,14569.0,9.568619000000004,2017-12-29 17:00:00,1514547000,2017-12-29 17:00:00,942.38,944.07,942.27,943.79,0
87,14572.0,14587.0,14438.0,14492.0,9.003908999999998,2017-12-29 18:00:00,1514550600,2017-12-29 18:00:00,942.74,943.19,942.39,942.39,0
88,14499.0,14664.0,14415.0,14634.0,8.784531000000003,2017-12-29 19:00:00,1514554200,2017-12-29 19:00:00,942.27,943.64,942.18,942.75,0
89,14622.0,14645.0,14257.0,14292.0,12.632433000000008,2017-12-29 20:00:00,1514557800,2017-12-29 20:00:00,940.13,942.23,940.13,942.23,0
90,14295.0,14426.0,14091.0,14174.0,12.000884999999998,2017-12-29 21:00:00,1514561400,2017-12-29 21:00:00,936.31,941.12,936.26,940.13,0
91,13792.0,13925.0,13578.0,13714.0,9.315188999999997,2018-01-02 15:00:00,1514885400,2018-01-02 15:00:00,941.46,941.46,938.38,939.33,0
92,13703.314,13891.0,13703.314,13771.0,6.545475999999997,2018-01-02 16:00:00,1514889000,2018-01-02 16:00:00,944.15,944.93,941.51,941.51,0
93,13682.0,13938.0,13682.0,13889.0,10.871650999999995,2018-01-02 17:00:00,1514892600,2018-01-02 17:00:00,942.64,944.59,941.27,944.13,0
94,13895.0,14780.0,13895.0,14626.0,28.32834900000001,2018-01-02 18:00:00,1514896200,2018-01-02 18:00:00,942.4,943.59,942.11,942.63,0
95,14616.0,15500.0,14601.0,14841.0,29.345315000000006,2018-01-02 19:00:00,1514899800,2018-01-02 19:00:00,942.21,942.8,941.84,942.42,0
96,14821.0,15276.795,14821.0,14841.0,20.261287999999997,2018-01-02 20:00:00,1514903400,2018-01-02 20:00:00,940.64,942.16,940.07,942.15,0
97,14827.0,15013.0,14700.0,14797.0,13.051298999999998,2018-01-02 21:00:00,1514907000,2018-01-02 21:00:00,943.01,943.01,940.32,940.63,0
98,14861.0,15072.0,14861.0,15072.0,10.119645999999998,2018-01-03 15:00:00,1514971800,2018-01-03 15:00:00,944.75,945.2,942.95,944.16,0
99,15075.0,15201.0,14900.0,15100.0,9.465005000000001,2018-01-03 16:00:00,1514975400,2018-01-03 16:00:00,943.37,945.79,943.18,944.74,0
100,15097.0,15102.0,14852.0,14867.0,10.256808000000005,2018-01-03 17:00:00,1514979000,2018-01-03 17:00:00,940.2,943.99,940.16,943.39,0
101,14878.0,14915.0,14679.389,14751.0,10.625200999999999,2018-01-03 18:00:00,1514982600,2018-01-03 18:00:00,941.41,941.91,939.72,940.21,0
102,14744.0,14877.0,14725.0,14725.0,7.518738999999993,2018-01-03 19:00:00,1514986200,2018-01-03 19:00:00,942.09,942.26,941.33,941.41,0
103,14721.0,14972.0,14617.706,14972.0,9.440425000000008,2018-01-03 20:00:00,1514989800,2018-01-03 20:00:00,943.46,943.66,942.09,942.11,0
104,15000.0,15052.0,14894.0,15028.0,9.480192,2018-01-03 21:00:00,1514993400,2018-01-03 21:00:00,943.0,944.53,942.57,943.47,0
105,14552.0,14647.56,14432.0,14463.0,12.576886999999996,2018-01-04 15:00:00,1515058200,2018-01-04 15:00:00,947.2,948.48,946.02,946.91,0
106,14460.0,14590.0,14361.0,14547.0,8.865329999999993,2018-01-04 16:00:00,1515061800,2018-01-04 16:00:00,944.76,947.3,944.2,947.24,0
107,14556.0,14750.0,14533.989,14707.0,10.013923000000004,2018-01-04 17:00:00,1515065400,2018-01-04 17:00:00,943.67,945.18,942.76,944.74,0
108,14702.0,14951.0,14693.0,14793.0,12.715270000000006,2018-01-04 18:00:00,1515069000,2018-01-04 18:00:00,945.14,945.39,943.68,943.68,0
109,14796.0,15032.0,14777.0,14975.0,12.444403999999995,2018-01-04 19:00:00,1515072600,2018-01-04 19:00:00,946.28,946.39,944.91,945.13,0
110,14980.0,15090.0,14816.0,14854.0,14.448793000000002,2018-01-04 20:00:00,1515076200,2018-01-04 20:00:00,946.5,946.76,945.92,946.28,0
111,14850.0,15050.0,14820.0,14975.0,6.887999000000001,2018-01-04 21:00:00,1515079800,2018-01-04 21:00:00,945.32,946.73,945.06,946.5,0
112,16071.0,16075.0,15750.0,16054.0,9.389923999999999,2018-01-05 15:00:00,1515144600,2018-01-05 15:00:00,945.75,947.14,944.82,947.0,0
113,16059.0,16400.0,16059.0,16324.0,18.977182,2018-01-05 16:00:00,1515148200,2018-01-05 16:00:00,946.84,947.42,945.09,945.75,0
114,16320.0,16620.0,16281.0,16402.0,20.533545999999994,2018-01-05 17:00:00,1515151800,2018-01-05 17:00:00,946.02,947.79,945.97,946.85,0
115,16406.0,16575.0,16312.555,16428.0,12.310331000000005,2018-01-05 18:00:00,1515155400,2018-01-05 18:00:00,944.01,946.04,942.83,946.01,0
116,16421.0,16510.0,16211.0,16452.0,11.126501,2018-01-05 19:00:00,1515159000,2018-01-05 19:00:00,945.39,945.7,943.93,944.01,0
117,16448.0,16611.0,16304.0,16611.0,8.829406000000002,2018-01-05 20:00:00,1515162600,2018-01-05 20:00:00,946.49,946.72,945.41,945.41,0
118,16617.0,16974.278,16617.0,16744.0,15.173682000000007,2018-01-05 21:00:00,1515166200,2018-01-05 21:00:00,949.16,949.2,946.18,946.49,0
119,14390.0,14661.0,13775.0,14394.0,25.847852999999997,2018-01-08 15:00:00,1515403800,2018-01-08 15:00:00,942.58,948.43,942.13,948.08,0
120,14401.0,14919.0,14381.0,14795.0,21.525945999999994,2018-01-08 16:00:00,1515407400,2018-01-08 16:00:00,945.13,946.13,942.11,942.58,0
121,14790.0,14860.0,14412.0,14764.0,13.706973000000001,2018-01-08 17:00:00,1515411000,2018-01-08 17:00:00,946.39,946.59,945.1,945.13,0
122,14777.0,15065.0,14659.0,14894.0,13.618992000000008,2018-01-08 18:00:00,1515414600,2018-01-08 18:00:00,948.3,948.3,946.4,946.4,0
123,14891.0,15112.0,14864.0,15085.0,9.209650999999996,2018-01-08 19:00:00,1515418200,2018-01-08 19:00:00,949.95,950.38,948.29,948.3,0
124,15090.0,15132.0,14574.0,14926.0,13.415640000000014,2018-01-08 20:00:00,1515421800,2018-01-08 20:00:00,951.14,951.16,949.98,949.98,0
125,14920.0,14990.0,14829.0,14868.0,6.4436009999999975,2018-01-08 21:00:00,1515425400,2018-01-08 21:00:00,950.3,951.21,950.23,951.13,0
126,14538.0,14739.0,14487.463,14679.0,13.535244000000006,2018-01-09 15:00:00,1515490200,2018-01-09 15:00:00,951.47,952.49,950.83,951.58,0
127,14683.0,14997.0,14487.463,14950.0,7.995439999999995,2018-01-09 16:00:00,1515493800,2018-01-09 16:00:00,949.02,951.48,948.34,951.48,0
128,14953.0,14963.0,14774.0,14925.0,6.172405,2018-01-09 17:00:00,1515497400,2018-01-09 17:00:00,950.64,950.86,948.92,949.01,0
129,14922.0,14989.0,14751.0,14751.0,7.042286000000002,2018-01-09 18:00:00,1515501000,2018-01-09 18:00:00,951.82,951.83,950.32,950.65,0
130,14760.0,14830.0,14675.0,14719.0,8.371126000000007,2018-01-09 19:00:00,1515504600,2018-01-09 19:00:00,952.41,952.51,951.65,951.82,0
131,14714.0,14801.0,14600.0,14736.0,6.843202999999996,2018-01-09 20:00:00,1515508200,2018-01-09 20:00:00,951.61,952.43,950.97,952.43,0
132,14720.0,14770.0,14502.0,14503.0,6.926565000000001,2018-01-09 21:00:00,1515511800,2018-01-09 21:00:00,949.55,951.99,949.45,951.66,0
133,13684.0,14488.0,13676.0,14347.0,26.96338099999998,2018-01-10 15:00:00,1515576600,2018-01-10 15:00:00,946.67,947.33,944.44,947.16,0
134,14353.0,14634.918,14350.0,14428.0,19.20933799999999,2018-01-10 16:00:00,1515580200,2018-01-10 16:00:00,945.16,947.24,944.94,947.22,0
135,14421.0,14547.0,14255.0,14544.0,6.575648999999996,2018-01-10 17:00:00,1515583800,2018-01-10 17:00:00,947.08,947.24,945.18,945.18,0
136,14549.0,14678.0,14378.0,14507.0,11.380208999999999,2018-01-10 18:00:00,1515587400,2018-01-10 18:00:00,949.07,949.07,947.06,947.06,0
137,14514.0,14529.0,14252.0,14343.0,8.781719999999995,2018-01-10 19:00:00,1515591000,2018-01-10 19:00:00,949.21,949.81,948.73,949.08,0
138,14352.0,14498.0,14232.0,14445.0,6.932741999999998,2018-01-10 20:00:00,1515594600,2018-01-10 20:00:00,947.11,949.19,947.07,949.19,0
139,14437.0,14603.0,14331.235,14492.0,5.504304000000001,2018-01-10 21:00:00,1515598200,2018-01-10 21:00:00,948.13,948.22,947.01,947.11,0
140,13927.0,14250.0,13875.0,13967.0,19.56238799999999,2018-01-11 15:00:00,1515663000,2018-01-11 15:00:00,954.38,954.78,950.01,950.38,0
141,13958.0,14302.0,13892.0,13910.0,9.996717000000004,2018-01-11 16:00:00,1515666600,2018-01-11 16:00:00,960.81,960.87,954.4,954.42,0
142,13906.0,13906.0,13555.345,13601.0,11.817250000000001,2018-01-11 17:00:00,1515670200,2018-01-11 17:00:00,960.77,961.84,960.28,960.81,0
143,13605.0,13900.795,13605.0,13705.0,6.170841999999998,2018-01-11 18:00:00,1515673800,2018-01-11 18:00:00,964.84,964.84,960.39,960.77,0
144,13713.0,13807.0,13210.0,13393.0,12.869060999999999,2018-01-11 19:00:00,1515677400,2018-01-11 19:00:00,962.59,965.18,962.36,964.86,0
145,13383.0,13554.0,12935.848,13456.0,14.444599999999987,2018-01-11 20:00:00,1515681000,2018-01-11 20:00:00,965.37,965.42,962.52,962.6,0
146,13452.0,13477.0,13161.0,13459.0,10.340248000000008,2018-01-11 21:00:00,1515684600,2018-01-11 21:00:00,965.41,966.08,964.14,965.32,0
147,13891.0,13926.0,13562.0,13600.0,11.741209000000001,2018-01-12 15:00:00,1515749400,2018-01-12 15:00:00,966.78,967.33,966.01,967.17,0
148,13582.0,13700.0,13377.0,13506.0,8.901564999999998,2018-01-12 16:00:00,1515753000,2018-01-12 16:00:00,970.74,970.74,966.29,966.86,0
149,13509.0,13675.0,13436.0,13561.0,6.631545999999996,2018-01-12 17:00:00,1515756600,2018-01-12 17:00:00,972.54,973.85,970.44,970.86,0
150,13564.0,13620.0,13403.0,13468.0,6.482642999999999,2018-01-12 18:00:00,1515760200,2018-01-12 18:00:00,969.82,972.76,969.54,972.65,0
151,13465.0,13810.0,13350.691,13741.0,6.273367000000001,2018-01-12 19:00:00,1515763800,2018-01-12 19:00:00,967.92,970.13,967.92,969.81,0
152,13744.0,13960.0,13676.0,13891.0,7.489658000000003,2018-01-12 20:00:00,1515767400,2018-01-12 20:00:00,967.98,968.5,967.22,967.89,0
153,13887.0,13887.0,13692.0,13704.0,5.550960999999998,2018-01-12 21:00:00,1515771000,2018-01-12 21:00:00,969.24,969.3,967.25,967.96,0
154,11676.0,12060.0,11550.0,11986.0,19.19831600000001,2018-01-16 15:00:00,1516095000,2018-01-16 15:00:00,976.03,976.04,973.57,973.57,0
155,11978.0,11993.0,11619.0,11705.0,16.596481999999995,2018-01-16 16:00:00,1516098600,2018-01-16 16:00:00,975.16,978.35,975.16,976.03,0
156,11729.649,11763.0,11029.0,11029.0,27.965941000000043,2018-01-16 17:00:00,1516102200,2018-01-16 17:00:00,971.72,975.41,971.72,975.14,0
157,11021.0,11335.0,10782.0,11253.0,29.980428999999997,2018-01-16 18:00:00,1516105800,2018-01-16 18:00:00,968.65,972.32,968.65,971.67,0
158,11228.0,11651.0,11224.0,11300.0,22.344073999999996,2018-01-16 19:00:00,1516109400,2018-01-16 19:00:00,965.48,969.26,965.48,968.64,0
159,11299.0,11436.0,10745.0,10946.258,24.69463299999999,2018-01-16 20:00:00,1516113000,2018-01-16 20:00:00,960.93,965.48,957.77,965.46,0
160,10917.0,11138.0,10270.0,10551.0,32.77178900000003,2018-01-16 21:00:00,1516116600,2018-01-16 21:00:00,960.04,963.92,959.69,960.94,0
161,9373.1,9766.101,9231.1,9511.2,25.799964,2018-01-17 15:00:00,1516181400,2018-01-17 15:00:00,961.82,964.22,961.76,963.9,0
162,9527.1,10170.0,9523.2,10093.0,27.22675799999998,2018-01-17 16:00:00,1516185000,2018-01-17 16:00:00,963.98,964.7,961.75,961.77,0
163,10146.843,11134.42,10146.843,10736.38,27.881011999999995,2018-01-17 17:00:00,1516188600,2018-01-17 17:00:00,964.63,965.1,963.11,963.98,0
164,10744.94,10753.703,10446.624,10474.551,17.504325000000005,2018-01-17 18:00:00,1516192200,2018-01-17 18:00:00,967.48,967.49,964.64,964.64,0
165,10483.135,11383.73,10483.135,11216.81,18.73065500000001,2018-01-17 19:00:00,1516195800,2018-01-17 19:00:00,967.55,968.15,966.84,967.5,0
166,11213.6,11749.67,11090.55,11657.65,28.934913000000016,2018-01-17 20:00:00,1516199400,2018-01-17 20:00:00,971.13,971.25,967.53,967.55,0
167,11651.23,12156.27,11384.8,12149.85,29.190907999999997,2018-01-17 21:00:00,1516203000,2018-01-17 21:00:00,969.46,971.6,968.36,971.15,0
168,12616.37,12730.86,12336.03,12589.62,22.82983800000001,2018-01-18 15:00:00,1516267800,2018-01-18 15:00:00,967.42,968.89,965.44,968.78,0
169,12583.2,12587.48,12123.1,12255.78,20.82759400000001,2018-01-18 16:00:00,1516271400,2018-01-18 16:00:00,963.64,967.44,963.64,967.42,0
170,12252.57,12410.93,11911.24,11911.24,16.987568999999997,2018-01-18 17:00:00,1516275000,2018-01-18 17:00:00,963.93,965.83,962.54,963.72,0
171,11915.52,12293.23,11888.77,12246.15,10.179428999999999,2018-01-18 18:00:00,1516278600,2018-01-18 18:00:00,964.58,964.76,963.81,963.87,0
172,12417.35,12542.699,12151.99,12455.87,14.083217000000003,2018-01-18 19:00:00,1516282200,2018-01-18 19:00:00,964.76,964.84,963.9,964.58,0
173,12459.08,12658.1,12345.66,12436.61,13.573137,2018-01-18 20:00:00,1516285800,2018-01-18 20:00:00,964.89,965.92,964.61,964.73,0
174,12439.82,12552.17,12050.34,12199.07,15.806622000000006,2018-01-18 21:00:00,1516289400,2018-01-18 21:00:00,961.74,964.91,961.0,964.86,0
175,12203.35,12401.3,12158.585,12309.017,8.649381000000002,2018-01-19 15:00:00,1516354200,2018-01-19 15:00:00,963.72,964.61,961.25,961.42,0
